id,name,expansion,weight
79661,"Hinata, Dawn-Crowned",NEO,720
79672,"Raiyuu, Storm's Edge",NEO,720
79674,Satoru Umezawa,NEO,720
80165,"Giada, Font of Hope",SNC,720
81840,"Miirym, Sentinel Wyrm",HBG,720
82579,"Gix, Yawgmoth Praetor",BRO,720
83492,"A-Rowan, Scholar of Sparks",STX,720
83905,"Kaya, Intangible Slayer",ONE,720
84185,"Crucias, Titan of the Waves",Y23,720
84411,"Etali, Primal Conqueror",MOM,720
84522,Hidetsugu and Kairi,MOM,720
84907,"Merry, Esquire of Rohan",LTR,720
84919,"Shadowfax, Lord of Horses",LTR,720
85532,"Horobi, Death's Wail",MUL,720
85575,"Reyav, Master Smith",MUL,720
85637,"A-Raiyuu, Storm's Edge",NEO,720
87117,A-Satoru Umezawa,NEO,720
87383,"Anim Pakal, Thousandth Moon",LCI,720
88094,Vendilion Clique,A25,720
89221,"Voja, Jaws of the Conclave",MKM,720
90302,Mythweaver Poq,Y24,720
46669,"Avacyn, Angel of Hope",AVR,360
47485,"Thalia, Guardian of Thraben",DKA,360
50871,"Elesh Norn, Grand Cenobite",NPH,360
55133,"Xenagos, God of Revels",BNG,360
58317,"Narset, Enlightened Master",KTK,360
62335,"Kalitas, Traitor of Ghet",OGW,360
67156,Lyra Dawnbringer,DOM,360
67400,"Valduk, Keeper of the Flame",DOM,360
67448,"Marwyn, the Nurturer",DOM,360
67452,"Multani, Yavimaya's Avatar",DOM,360
67516,"Tatyova, Benthic Druid",DOM,360
67978,"Lathliss, Dragon Queen",M19,360
68052,"Goreclaw, Terror of Qal Sisma",M19,360
68116,"Nicol Bolas, the Ravager",M19,360
68614,"Aurelia, Exemplar of Justice",GRN,360
68629,"Emmara, Soul of the Accord",GRN,360
68674,"Vraska, Golgari Queen",GRN,360
69450,"Vraska, Golgari Queen",GRN,360
69512,"Narset, Parter of Veils",WAR,360
69647,"Feather, the Redeemed",WAR,360
69660,"Ral, Storm Conduit",WAR,360
69678,"Angrath, Captain of Chaos",WAR,360
69682,"Kaya, Bane of the Dead",WAR,360
69787,"Ajani, Strength of the Pride",M20,360
69821,"Sephara, Sky's Blade",M20,360
69900,"Sorin, Imperious Bloodlord",M20,360
69912,"Chandra, Awakened Inferno",M20,360
70222,"Ayara, First of Locthwain",ELD,360
70248,"Rankle, Master of Pranks",ELD,360
70346,The Royal Scions,ELD,360
70582,"Thassa, Deep-Dwelling",THB,360
70636,"Anax, Hardened in the Forge",THB,360
70696,"Nylea, Keen-Eyed",THB,360
70720,"Atris, Oracle of Half-Truths",THB,360
70722,"Calix, Destiny's Hand",THB,360
71242,"Vivien, Monsters' Advocate",IKO,360
71299,"Yorion, Sky Nomad",IKO,360
71496,"Ayula, Queen Among Bears",MH1,360
71541,The First Sliver,MH1,360
71789,Basri Ket,M21,360
71890,"Liliana, Waker of the Dead",M21,360
72120,"Tinybones, Trinket Thief",JMP,360
72175,"Isamaru, Hound of Konda",JMP,360
72287,"Drana, Liberator of Malakir",JMP,360
72402,"Lathliss, Dragon Queen",JMP,360
73352,"Moraug, Fury of Akoum",ZNR,360
73385,"Ashaya, Soul of the Wild",ZNR,360
73438,"Linvala, Shield of Sea Gate",ZNR,360
73444,"Omnath, Locus of Creation",ZNR,360
73446,"Phylath, World Sculptor",ZNR,360
73861,"Unesh, Criosphinx Sovereign",AKR,360
74051,"Nicol Bolas, God-Pharaoh",AKR,360
74073,"Samut, the Tested",AKR,360
75050,"Halvar, God of Battle",KHM,360
75155,"Valki, God of Lies",KHM,360
75224,"Jorn, God of Winter",KHM,360
75245,Tyvar Kell,KHM,360
75246,"Vorinclex, Monstrous Raider",KHM,360
75272,Niko Aris,KHM,360
75275,"Sarulf, Realm Eater",KHM,360
75695,"Chandra, Torch of Defiance",KLR,360
75771,Dovin Baan,KLR,360
76072,Captain Ripley Vance,MH2,360
76476,Professor Onyx,STX,360
76653,Velomachus Lorehold,STX,360
76661,"Codie, Vociferous Codex",STX,360
77008,"Chatterfang, Squirrel General",MH2,360
77217,"Lolth, Spider Queen",AFR,360
77256,Inferno of the Star Mounts,AFR,360
77324,Bruenor Battlehammer,AFR,360
77328,Gretchen Titchwillow,AFR,360
77331,Krydle of Baldur's Gate,AFR,360
77339,"Targ Nar, Demon-Fang Gnoll",AFR,360
78595,"Katilda, Dawnhart Prime",MID,360
78799,"Katilda, Dawnhart Martyr",VOW,360
78820,"Thalia, Guardian of Thraben",VOW,360
78932,"Toxrill, the Corrosive",VOW,360
79373,"Davriel, Soul Broker",J21,360
79483,"Jin-Gitaxias, Progress Tyrant",NEO,360
79635,Kodama of the West Tree,NEO,360
79947,"Rahilda, Wanted Cutthroat",Y22,360
80313,Vivien on the Hunt,SNC,360
80344,"Jetmir, Nexus of Revels",SNC,360
80347,"Lagrella, the Magpie",SNC,360
80357,"Ob Nixilis, the Adversary",SNC,360
80858,"A-Omnath, Locus of Creation",ZNR,360
81075,"A-Phylath, World Sculptor",ZNR,360
81831,Catti-brie of Mithral Hall,HBG,360
81837,Krydle of Baldur's Gate,HBG,360
81841,"Minsc & Boo, Timeless Heroes",HBG,360
81842,Nalia de'Arnise,HBG,360
81845,"Prosper, Tome-Bound",HBG,360
81846,"Raggadragga, Goreguts Boss",HBG,360
81893,"A-Minsc & Boo, Timeless Heroes",HBG,360
81918,A-Tyvar Kell,KHM,360
81932,A-Bruenor Battlehammer,AFR,360
82136,"Braids, Arisen Nightmare",DMU,360
82198,"Squee, Dubious Monarch",DMU,360
82253,"Ivy, Gleeful Spellthief",DMU,360
82266,"Rith, Liberated Primeval",DMU,360
82274,"Tatyova, Steward of Tides",DMU,360
82502,"Myrel, Shield of Argive",BRO,360
82670,"Gwenna, Eyes of Gaea",BRO,360
82696,"Hajar, Loyal Bodyguard",BRO,360
82697,"Harbin, Vanguard Aviator",BRO,360
83081,"Laelia, the Blade Reforged",C21,360
83710,"Elesh Norn, Mother of Machines",ONE,360
83733,"Skrelv, Defector Mite",ONE,360
83798,"Karumonix, the Rat King",ONE,360
83838,"Koth, Fire of Resistance",ONE,360
83875,"Nissa, Ascended Animist",ONE,360
83886,"Thrun, Breaker of Silence",ONE,360
83895,"Zopandrel, Hunger Dominus",ONE,360
83902,Glissa Sunslayer,ONE,360
83903,"Jor Kadeen, First Goldwarden",ONE,360
84187,"Jarsyl, Dark Age Scion",Y23,360
84189,"Raddic, Tal Zealot",Y23,360
84338,"Rona, Herald of Invasion",MOM,360
84398,Sheoldred,MOM,360
84408,"Chandra, Hope's Beacon",MOM,360
84452,Urabrask,MOM,360
84506,Vorinclex,MOM,360
84564,Zimone and Dina,MOM,360
84565,Zurgo and Ojutai,MOM,360
84710,"Frodo, Sauron's Bane",LTR,360
84806,Witch-king of Angmar,LTR,360
84876,Radagast the Brown,LTR,360
84893,"Éowyn, Fearless Knight",LTR,360
84894,"Faramir, Prince of Ithilien",LTR,360
84897,Frodo Baggins,LTR,360
84925,"Théoden, King of Rohan",LTR,360
84983,"Gollum, Scheming Guide",LTR,360
85078,"Nissa, Resurgent Animist",MAT,360
85094,"Narset, Enlightened Exile",MAT,360
85097,"Ob Nixilis, Captive Kingpin",MAT,360
85477,Goro-Goro and Satoru,MOC,360
85479,Slimefoot and Squee,MOC,360
85519,"Anafenza, Kin-Tree Spirit",MUL,360
85521,"Elesh Norn, Grand Cenobite",MUL,360
85525,"Thalia, Guardian of Thraben",MUL,360
85531,"Ayara, First of Locthwain",MUL,360
85535,"Skithiryx, the Blight Dragon",MUL,360
85542,"Valduk, Keeper of the Flame",MUL,360
85545,"Goreclaw, Terror of Qal Sisma",MUL,360
85551,"Atraxa, Praetors' Voice",MUL,360
85552,"Atris, Oracle of Half-Truths",MUL,360
85553,"Aurelia, the Warleader",MUL,360
85561,"Imoti, Celebrant of Bounty",MUL,360
85582,"Yorion, Sky Nomad",MUL,360
86075,"Odric, Lunarch Marshal",SIR,360
86085,"Thalia, Heretic Cathar",SIR,360
86302,"Tamiyo, Field Researcher",SIR,360
86371,"Avacyn, Angel of Hope",SIS,360
86460,Ghalma the Shaper,Y23,360
86606,"Emrakul, the Promised End",SIR,360
86771,"Ashiok, Wicked Manipulator",WOE,360
86793,"Lord Skitter, Sewer King",WOE,360
86830,"Goddric, Cloaked Reveler",WOE,360
86911,"Ash, Party Crasher",WOE,360
86925,"Talion, the Kindly Lord",WOE,360
86927,"Troyan, Gutsy Explorer",WOE,360
87104,A-Krydle of Baldur's Gate,AFR,360
87128,A-Krydle of Baldur's Gate,HBG,360
87310,"Ojer Axonil, Deepest Might",LCI,360
87339,"Ghalta, Stampede Tyrant",LCI,360
87362,"Ojer Kaslem, Deepest Growth",LCI,360
87381,Amalia Benavides Aguirre,LCI,360
89098,"Agrus Kos, Spirit of Justice",MKM,360
89100,"Anzrag, the Quake-Mole",MKM,360
89220,"Tomik, Wielder of Law",MKM,360
90358,"Fortune, Loyal Steed",OTJ,360
90435,"Gisa, the Hellraiser",OTJ,360
90455,"Tinybones, the Pickpocket",OTJ,360
90479,"Magda, the Hoardmaster",OTJ,360
90503,"Bristly Bill, Spine Sower",OTJ,360
90551,"Ghired, Mirror of the Wilds",OTJ,360
90557,"Kambal, Profiteering Mayor",OTJ,360
90565,"Malcolm, the Eyes",OTJ,360
90576,"Satoru, the Infiltrator",OTJ,360
90772,"Admiral Brass, Unsinkable",LCC,360
90773,"Clavileño, First of the Blessed",LCC,360
91334,"A-Tatyova, Steward of Tides",DMU,360
91387,"Emmara, Voice of the Conclave",Y24,360
91482,"Stella Lee, Wild Card",OTC,360
71284,Zenith Flare,IKO,216
75196,Tibalt's Trickery,KHM,180
18892,Dragonstorm,SCG,45
18902,Stifle,SCG,45
38103,Tempered Steel,SOM,45
42482,Unburial Rites,ISD,45
47087,Knight of the Reliquary,CON,45
51435,Pack Rat,RTR,45
51691,Supreme Verdict,RTR,45
53447,Burning-Tree Emissary,GTC,45
54017,Doom Blade,M14,45
58009,Dig Through Time,KTK,45
58055,Treasure Cruise,KTK,45
58203,Hardened Scales,KTK,45
59771,Swords to Plowshares,VMA,45
60959,Atarka's Command,DTK,45
60975,Dromoka's Command,DTK,45
60981,Kolaghan's Command,DTK,45
64171,Smuggler's Copter,KLD,45
65961,Adanto Vanguard,XLN,45
66003,Legion's Landing,XLN,45
66029,Settle the Wreckage,XLN,45
66109,Search for Azcanta,XLN,45
66687,Curious Obsession,RIX,45
66703,Mist-Cloaked Herald,RIX,45
66819,Fanatical Firebrand,RIX,45
66839,Rekindling Phoenix,RIX,45
66947,Legion Lieutenant,RIX,45
67116,Benalish Marshal,DOM,45
67132,Dauntless Bodyguard,DOM,45
67146,History of Benalia,DOM,45
67216,Merfolk Trickster,DOM,45
67240,Tempest Djinn,DOM,45
67358,Ghitu Lavarunner,DOM,45
67362,Goblin Chainwhirler,DOM,45
67408,Wizard's Lightning,DOM,45
67468,Steel Leaf Champion,DOM,45
68294,Nexus of Fate,M19,45
68302,Mist-Cloaked Herald,M19,45
68560,Experimental Frenzy,GRN,45
68570,Legion Warboss,GRN,45
68574,Risk Factor,GRN,45
68576,Runaway Steam-Kin,GRN,45
68599,Nullhide Ferox,GRN,45
68626,Deafening Clarion,GRN,45
69155,Tithe Taker,RNA,45
69230,Gates Ablaze,RNA,45
69242,Skarrgan Hellkite,RNA,45
69254,Gatebreaker Ram,RNA,45
69256,Growth-Chamber Guardian,RNA,45
69277,Wilderness Reclamation,RNA,45
69279,Absorb,RNA,45
69307,Gruul Spellbreaker,RNA,45
69311,Hydroid Krasis,RNA,45
69315,Kaya's Wrath,RNA,45
69328,Ravager Wurm,RNA,45
69380,Gate Colossus,RNA,45
69646,Enter the God-Eternals,WAR,45
69658,Oath of Kaya,WAR,45
69699,Mobilized District,WAR,45
69795,Cavalier of Dawn,M20,45
69835,Brineborn Cutthroat,M20,45
69837,Cavalier of Gales,M20,45
69879,Cavalier of Night,M20,45
69935,Marauding Raptor,M20,45
69952,Cavalier of Thorns,M20,45
69970,Nightpack Ambusher,M20,45
70156,The Circle of Loyalty,ELD,45
70186,Brazen Borrower,ELD,45
70197,Into the Story,ELD,45
70205,Mystical Dispute,ELD,45
70229,The Cauldron of Eternity,ELD,45
70244,Murderous Rider,ELD,45
70262,Bonecrusher Giant,ELD,45
70267,Embercleave,ELD,45
70271,Fervent Champion,ELD,45
70275,Irencrag Pyromancer,ELD,45
70284,Rimrock Knight,ELD,45
70285,Robber of the Rich,ELD,45
70298,Edgewall Innkeeper,ELD,45
70308,The Great Henge,ELD,45
70312,Lovestruck Beast,ELD,45
70328,Wicked Wolf,ELD,45
70334,Doom Foretold,ELD,45
70335,Drown in the Loch,ELD,45
70344,"Oko, Thief of Crowns",ELD,45
70386,Castle Embereth,ELD,45
70387,Castle Garenbrig,ELD,45
70388,Castle Locthwain,ELD,45
70512,Alseid of Life's Bounty,THB,45
70524,Elspeth Conquers Death,THB,45
70525,"Elspeth, Sun's Nemesis",THB,45
70548,Shatter the Sky,THB,45
70659,Phoenix of Ash,THB,45
70668,Storm's Wrath,THB,45
70747,Shadowspear,THB,45
71080,Flourishing Fox,IKO,45
71103,Valiant Rescuer,IKO,45
71127,Of One Mind,IKO,45
71133,Sea-Dasher Octopus,IKO,45
71134,Shark Typhoon,IKO,45
71158,Heartless Act,IKO,45
71194,Mythos of Vadrok,IKO,45
71252,Emergent Ultimatum,IKO,45
71256,Genesis Ultimatum,IKO,45
71287,Fiend Artisan,IKO,45
71381,Archmage's Charm,MH1,45
71439,Nether Spirit,MH1,45
71486,Seasoned Pyromancer,MH1,45
71491,Throes of Chaos,MH1,45
71783,"Ugin, the Spirit Dragon",M21,45
71816,Seasoned Hallowblade,M21,45
71818,Selfless Savior,M21,45
71820,Speaker of the Heavens,M21,45
71856,Sublime Epiphany,M21,45
71907,Thieves' Guild Enforcer,M21,45
71946,Terror of the Peaks,M21,45
71961,Elder Gargaroth,M21,45
71986,Scavenging Ooze,M21,45
72021,Solemn Simulacrum,M21,45
72210,Curious Obsession,JMP,45
72228,Rattlechains,JMP,45
72308,Languish,JMP,45
72377,Fanatical Firebrand,JMP,45
72396,Hellrider,JMP,45
72434,Young Pyromancer,JMP,45
72447,Craterhoof Behemoth,JMP,45
72504,Wall of Blossoms,JMP,45
73194,Emeria's Call,ZNR,45
73199,Felidar Retreat,ZNR,45
73207,Legion Angel,ZNR,45
73208,Luminarch Aspirant,ZNR,45
73212,Maul of the Skyclaves,ZNR,45
73226,Skyclave Apparition,ZNR,45
73257,Lullmage's Domination,ZNR,45
73261,Merfolk Windrobber,ZNR,45
73266,Ruin Crab,ZNR,45
73267,Sea Gate Restoration,ZNR,45
73269,Sea Gate Stormcaller,ZNR,45
73284,Agadeem's Awakening,ZNR,45
73313,Nighthawk Scavenger,ZNR,45
73324,Skyclave Shade,ZNR,45
73340,Fireblade Charger,ZNR,45
73363,Shatterskull Smashing,ZNR,45
73402,Lotus Cobra,ZNR,45
73425,Turntimber Symbiosis,ZNR,45
73448,Soaring Thought-Thief,ZNR,45
73781,Cast Out,AKR,45
73820,Wrath of God,AKR,45
73828,Commit // Memory,AKR,45
73849,Pact of Negation,AKR,45
73905,Thoughtseize,AKR,45
73935,Glorybringer,AKR,45
73966,Collected Company,AKR,45
75056,Rally the Ranks,KHM,45
75059,Resplendent Marshal,KHM,45
75061,Righteous Valkyrie,KHM,45
75072,Usher of the Fallen,KHM,45
75079,Alrund's Epiphany,KHM,45
75118,Blood on the Snow,KHM,45
75174,Dragonkin Berserker,KHM,45
75182,Goldspan Dragon,KHM,45
75204,Battle Mammoth,KHM,45
75206,Blizzard Brawl,KHM,45
75214,Esika's Chariot,KHM,45
75232,Old-Growth Troll,KHM,45
75276,Showdown of the Skalds,KHM,45
75305,Faceless Haven,KHM,45
75342,Valkyrie Harbinger,KHM,45
75585,Angel of Invention,KLR,45
75627,Glimmer of Genius,KLR,45
75648,Torrential Gearhulk,KLR,45
75714,Pia Nalaar,KLR,45
75789,Unlicensed Disintegration,KLR,45
75820,Heart of Kiran,KLR,45
76128,Sanctum Weaver,MH2,45
76135,Timeless Witness,MH2,45
76410,Elite Spellbinder,STX,45
76417,Professor of Symbology,STX,45
76560,Selfless Glyphweaver,STX,45
76573,Blade Historian,STX,45
76611,Magma Opus,STX,45
76622,Prismari Command,STX,45
76625,Quandrix Command,STX,45
76640,Silverquill Command,STX,45
76656,Witherbloom Command,STX,45
76988,Dragon's Rage Channeler,MH2,45
77134,Paladin Class,AFR,45
77183,Tasha's Hideous Laughter,AFR,45
77210,Gelatinous Cube,AFR,45
77307,Ranger Class,AFR,45
77316,Werewolf Pack Leader,AFR,45
77321,Adult Gold Dragon,AFR,45
77489,Swords to Plowshares,STA,45
77494,Counterspell,STA,45
77496,Mind's Desire,STA,45
77501,Time Warp,STA,45
77505,Dark Ritual,STA,45
77506,Demonic Tutor,STA,45
77507,Doom Blade,STA,45
77510,Inquisition of Kozilek,STA,45
77517,Faithless Looting,STA,45
77521,Lightning Bolt,STA,45
77522,Mizzix's Mastery,STA,45
77529,Channel,STA,45
77539,Electrolyze,STA,45
77541,Lightning Helix,STA,45
78331,Brutal Cathar,MID,45
78351,Homestead Courage,MID,45
78352,Intrepid Adversary,MID,45
78363,Sigardian Savior,MID,45
78383,Fading Hope,MID,45
78396,Memory Deluge,MID,45
78414,Spectral Adversary,MID,45
78417,Suspicious Stowaway,MID,45
78476,Bloodthirsty Adversary,MID,45
78565,Tovolar's Huntmaster,MID,45
78781,Cemetery Protector,VOW,45
78827,Voice of the Blessed,VOW,45
78828,Wedding Announcement,VOW,45
78850,Hullbreaker Horror,VOW,45
78908,Fell Stinger,VOW,45
78951,Cemetery Gatekeeper,VOW,45
78970,Kessig Wolfrider,VOW,45
79241,Blade Splicer,J21,45
79253,Restoration Angel,J21,45
79262,Thalia's Lieutenant,J21,45
79269,Dismiss,J21,45
79308,Foundry Street Denizen,J21,45
79335,Hardened Scales,J21,45
79455,The Restoration of Eiganjo,NEO,45
79526,Invoke Despair,NEO,45
79538,March of Wretched Sorrow,NEO,45
79570,Fable of the Mirror-Breaker,NEO,45
79633,Kami of Transience,NEO,45
79664,Jukai Naturalist,NEO,45
79685,Eater of Virtue,NEO,45
79913,Inquisitor Captain,Y22,45
79932,Citystalker Connoisseur,Y22,45
79937,Sanguine Brushstroke,Y22,45
79938,Sap Vitality,Y22,45
79951,Town-Razer Tyrant,Y22,45
79962,Tenacious Pup,Y22,45
80310,Titan of Industry,SNC,45
80316,Workshop Warchief,SNC,45
80397,Unlicensed Hearse,SNC,45
80853,A-Alrund's Epiphany,KHM,45
80855,A-Goldspan Dragon,KHM,45
80856,A-Esika's Chariot,KHM,45
81078,A-Faceless Haven,KHM,45
81079,A-Luminarch Aspirant,ZNR,45
81084,Mothrider Cavalry,Y22,45
81090,Saiba Syphoner,Y22,45
81102,Forgeborn Phoenix,Y22,45
81200,A-Hullbreaker Horror,VOW,45
81272,Tiefling Outcasts,HBG,45
81495,"Klement, Novice Acolyte",HBG,45
81525,"Gale, Conduit of the Arcane",HBG,45
81549,"Shadowheart, Sharran Cleric",HBG,45
81573,"Karlach, Raging Tiefling",HBG,45
81591,"Lukamina, Moon Druid",HBG,45
81958,Cabaretti Revels,Y22,45
81963,Riveteers Provocateur,Y22,45
81964,Rope Line Attendant,Y22,45
82143,Drag to the Bottom,DMU,45
82494,Kayla's Reconstruction,BRO,45
82862,Wurmcoil Engine,BRR,45
83499,A-Dragon's Rage Channeler,MH2,45
83524,Smogbelcher Chariot,Y23,45
83525,Ghitu Embercoiler,Y23,45
83534,Bloodsprout Talisman,Y23,45
83538,Protean War Engine,Y23,45
84172,Piece It Together,Y23,45
84174,Penregon Besieged,Y23,45
86127,Rattlechains,SIR,45
86376,Feeling of Dread,SIS,45
86635,Snapcaster Mage,SIS,45
86649,Unburial Rites,SIS,45
86653,Faithless Looting,SIS,45
86741,Horned Loch-Whale,WOE,45
86811,Virtue of Persistence,WOE,45
86868,Blossoming Tortoise,WOE,45
87047,Land Tax,WOT,45
87065,Bitterblossom,WOT,45
87078,Blood Moon,WOT,45
87088,Sneak Attack,WOT,45
87090,Doubling Season,WOT,45
87093,Hardened Scales,WOT,45
88914,Show and Tell,SPG,45
88918,Crashing Footfalls,SPG,45
88920,Drown in the Loch,SPG,45
89131,Lightning Helix,MKM,45
90492,Slickshot Show-Off,OTJ,45
90495,Terror of the Peaks,OTJ,45
90652,Brazen Borrower,SPG,45
90706,Archmage's Charm,OTP,45
90709,Mana Drain,OTP,45
90716,Reanimate,OTP,45
90718,Thoughtseize,OTP,45
90750,"Oko, Thief of Crowns",OTP,45
90764,Unlicensed Hearse,OTP,45
9135,Mind Stone,WTH,36
18187,Enchantress's Presence,ONS,36
19577,Phyrexian Arena,8ED,36
19995,Chalice of the Void,MRD,36
24649,Into the North,CSP,36
28373,Imperious Perfect,LRW,36
30893,Ranger of Eos,ALA,36
32276,Meddling Mage,ARB,36
32388,Maelstrom Pulse,ARB,36
38279,Sword of Body and Mind,SOM,36
39770,Vault Skirge,NPH,36
42684,Intangible Virtue,ISD,36
51307,Ethereal Armor,RTR,36
54453,Swan Song,THS,36
58173,Monastery Swiftspear,KTK,36
59381,Temur Battle Rage,FRF,36
60997,Silumgar's Command,DTK,36
61231,Whirler Rogue,ORI,36
61419,Elvish Visionary,ORI,36
61529,Hangarback Walker,ORI,36
62561,Declaration in Stone,SOI,36
63343,Mausoleum Wanderer,EMN,36
66067,Dive Down,XLN,36
66223,Vraska's Contempt,XLN,36
66325,Carnage Tyrant,XLN,36
66401,Wildgrowth Walker,XLN,36
66477,Treasure Map,XLN,36
66659,Skymarcher Aspirant,RIX,36
66663,Snubhorn Sentry,RIX,36
66745,Champion of Dusk,RIX,36
66789,"Tetzimoc, Primal Death",RIX,36
66889,Jadelight Ranger,RIX,36
67001,Arch of Orazca,RIX,36
67284,The Eldest Reborn,DOM,36
67698,Cleansing Nova,M19,36
67748,Resplendent Angel,M19,36
67920,Sovereign's Bite,M19,36
68012,Viashino Pyromancer,M19,36
68086,Thorn Lieutenant,M19,36
68094,Vine Mare,M19,36
68467,Conclave Tribunal,GRN,36
68491,Venerated Loxodon,GRN,36
68530,Doom Whisperer,GRN,36
68545,Ritual of Soot,GRN,36
68664,Swiftblade Vindicator,GRN,36
68691,Expansion // Explosion,GRN,36
69131,Archway Angel,RNA,36
69157,Unbreakable Formation,RNA,36
69171,Mesmerizing Benthid,RNA,36
69204,Gutterbones,RNA,36
69211,Priest of Forgotten Gods,RNA,36
69223,Cavalcade of Calamity,RNA,36
69250,Biogenic Ooze,RNA,36
69259,Incubation Druid,RNA,36
69302,Frilled Mystic,RNA,36
69333,Seraph of the Scales,RNA,36
69475,Parhelion II,WAR,36
69478,Rally of Wings,WAR,36
69485,"Tomik, Distinguished Advokist",WAR,36
69530,Bolas's Citadel,WAR,36
69542,Finale of Eternity,WAR,36
69581,Grim Initiate,WAR,36
69653,Mayhem Devil,WAR,36
69665,Solar Blaze,WAR,36
69672,Time Wipe,WAR,36
69677,Widespread Brutality,WAR,36
69807,Hanged Executioner,M20,36
